model_name,model_year,kms_driven,owner,location,mileage,power,price
UM Renegade Commando,2017,4500,first owner,lucknow,35.0,24.8,139999
Bajaj V15,2017,4400,first owner,bangalore,57.0,11.8,55000
Honda CBR 150R,2013,25000,third owner,jodhpur,38.0,18.28,55000
UM Renegade Commando,2017,2600,first owner,pune,35.0,24.8,175000
KTM Duke,2017,7500,first owner,tirunelveli,35.0,24.6,155000
Hero Karizma R,2009,56500,first owner,delhi,40.0,17.0,22000
Hero Ignitor,2017,10000,first owner,bhilwara,55.0,11.0,55000
Royal Enfield Thunderbird,2013,13500,first owner,mumbai,25.0,27.2,112000
Hero Passion Plus,2011,51000,first owner,gautam buddha nagar,55.0,7.5,20000
TVS Sport,2016,36000,first owner,mandi,95.0,7.4,28000
UM Renegade Commando,2017,700,first owner,delhi,35.0,24.8,160000
Hero Passion Plus,2008,43000,first owner,surat,55.0,7.5,19000
Hyosung GT250R 2012,2012,21000,first owner,nashik,30.0,28.0,95000
Bajaj Avenger Cruise,2017,3600,first owner,ranchi,35.0,19.0,80000
KTM RC,2016,7500,first owner,kota,35.0,25.1,150000
Royal Enfield Thunderbird,2014,31000,first owner,mumbai,40.0,19.8,85000
Mahindra Mojo,2016,35000,first owner,gurgaon,25.0,26.45,115000
KTM RC,2016,12300,first owner,delhi,26.0,42.3,170000
Hero Karizma R,2016,8100,second owner,kasba,40.0,17.0,52000
Royal Enfield Classic,2017,3400,first owner,pune,32.0,27.2,170000
Honda CB Trigger,2014,24000,first owner,bangalore,60.0,14.0,49000
Hero Passion Xpro,2013,26000,first owner,nanjangud,55.0,6.72,30000
UM Renegade Commando,2016,9000,first owner,gurgaon,35.0,24.8,145000
KTM RC,2016,9868,first owner,haridwar,26.0,42.3,180000
KTM Duke,2015,27800,first owner,tiruchirappalli,35.0,25.0,95000
Royal Enfield Thunderbird,2016,17300,second owner,bangalore,25.0,27.2,140000
Suzuki Gixxer,2016,24950,first owner,bangalore,63.0,14.0,55000
UM Renegade Commando,2017,2000,first owner,bangalore,35.0,24.8,120000
KTM RC,2015,18580,third owner,pune,26.0,43.0,125000
Yamaha YZF-R15 2.0,2018,7850,first owner,gurgaon,42.0,16.7,95000
Royal Enfield Classic,2016,13320,first owner,meerut,35.0,19.8,112000
Yamaha FZ25,2018,2126,first owner,delhi,43.0,20.3,115800
UM Renegade Sport,2018,5000,first owner,delhi,35.0,24.8,120000
Suzuki Gixxer SF,2018,2600,first owner,bihar shariff,40.0,14.6,85000
UM Renegade Commando,2017,25700,first owner,delhi,35.0,24.8,120000
Royal Enfield Bullet,2009,23000,first owner,delhi,30.0,19.8,75000
Royal Enfield Thunderbird,2012,66650,second owner,delhi,40.0,19.8,58000
TVS Apache RR310,2018,7500,first owner,mumbai,22.0,33.0,190000
Royal Enfield Thunderbird,2017,8300,first owner,delhi,25.0,27.2,140000
Royal Enfield Thunderbird,2015,55000,first owner,mumbai,40.0,19.8,75000
Bajaj Pulsar AS150,2015,33000,first owner,yamuna nagar,53.0,16.8,34000
Hero Passion Pro,2013,23000,first owner,delhi,5.0,8.2,30000
Hero Achiever Disc,2017,13400,first owner,rajahmundry,55.0,13.0,45000
Royal Enfield Bullet,2014,42650,first owner,karnal,40.0,19.8,80000
UM Renegade Commando,2017,5700,first owner,tiruvallur,35.0,24.8,115000
Bajaj Avenger,2015,23299,first owner,faridabad,40.0,19.0,38000
Royal Enfield Classic,2019,3000,first owner,jalpaiguri,35.0,19.8,150600
KTM RC,2017,2100,first owner,bhilwara,26.0,42.3,170000
Suzuki Gixxer SF,2017,23833,first owner,delhi,40.0,14.6,50500
UM Renegade Commando,2018,14434,first owner,delhi,35.0,24.8,104500
KTM RC,2019,4061,first owner,ghaziabad,26.0,42.3,220000
Yamaha YZF-R15 2.0,2017,16800,first owner,simdega,42.0,16.7,72300
Royal Enfield Classic,2016,29000,first owner,delhi,35.0,19.8,102500
UM Renegade Sport,2019,668,first owner,delhi,35.0,24.8,140000
Royal Enfield Classic,2017,7500,first owner,delhi,35.0,19.8,114000
Yamaha YZF-R15,2014,28000,first owner,tiruvallur,42.0,16.0,57000
Bajaj Avenger Street,2019,7000,first owner,pune,45.0,14.3,100000
Royal Enfield Thunderbird,2018,2000,first owner,hubli,40.0,19.8,133700
Bajaj Avenger Cruise,2016,28000,first owner,gurgaon,35.0,19.0,51000
Hero Karizma ZMR,2014,32000,first owner,hyderabad,48.0,20.0,55000
Royal Enfield Thunderbird,2017,27000,first owner,bangalore,40.0,19.8,140000
Bajaj V15,2016,17619,first owner,thane,57.0,11.8,48000
Royal Enfield Thunderbird,2017,3000,first owner,mumbai,25.0,27.2,145000
Bajaj Avenger,2012,80000,third owner,vadodara,40.0,19.0,32000
Royal Enfield Thunderbird,2016,7000,first owner,mumbai,40.0,19.8,125000
Bajaj V15,2017,20000,first owner,vadodara,57.0,11.8,39400
Harley-Davidson Street 750,2014,10536,third owner,noida,20.0,47.0,240000
Royal Enfield Thunderbird,2018,15000,first owner,nagaon,40.0,19.8,105000
Yamaha FZ25,2017,20000,first owner,chennai,43.0,20.3,100000
Royal Enfield Classic,2018,16786,first owner,mumbai,35.0,27.2,175000
UM Renegade Commando,2018,14500,first owner,korba,35.0,24.8,160000
Royal Enfield Thunderbird,2016,25000,second owner,gandhinagar,40.0,19.8,92000
Hero Passion,2003,22113,first owner,mughalsarai,55.0,7.5,25000
Bajaj Pulsar,2012,27391,first owner,delhi,45.0,17.0,18000
Yamaha YZF-R15 2.0,2017,29000,first owner,jamnagar,42.0,16.7,71000
Bajaj V15,2017,30000,first owner,bangalore,57.0,11.8,42000
Bajaj V15,2016,40000,first owner,meerut,57.0,11.8,40000
Bajaj Avenger Street,2016,48500,first owner,ghaziabad,50.0,14.3,42999
Bajaj CT 100,2018,13825,second owner,karnal,67.0,8.1,45000
Royal Enfield Classic,2016,30000,first owner,faridabad,35.0,19.8,105875
Royal Enfield Classic,2014,10000,first owner,24 pargana,32.0,27.2,99700
Royal Enfield Classic,2015,28000,second owner,mahboobnagar,35.0,19.8,129000
Suzuki Gixxer,2019,7000,first owner,mumbai,63.0,14.0,79999
Royal Enfield Classic,2018,16000,first owner,ahmedabad,32.0,27.2,180000
Royal Enfield Thunderbird,2016,8554,first owner,muvattupuzha,25.0,27.2,125000
Yamaha YZF-R15 2.0,2017,20000,second owner,kaithal,42.0,16.7,80000
KTM Duke,2013,100000,second owner,nashik,35.0,25.0,70000
Hero Passion,2001,39000,second owner,dharwad,55.0,7.5,33100
Suzuki Gixxer SF,2015,70000,first owner,jaipur,40.0,14.6,47000
Suzuki Gixxer SF,2019,4200,first owner,yamuna nagar,40.0,14.6,120000
KTM RC,2017,17700,first owner,pune,26.0,42.3,180000
UM Renegade Commando,2018,4000,first owner,bangalore,35.0,24.8,160000
Hero Karizma ZMR,2014,68000,second owner,surat,48.0,20.0,55786
Royal Enfield Thunderbird,2015,54000,first owner,chennai,40.0,19.8,85000
KTM Duke,2018,7520,first owner,delhi,25.0,42.9,200000
Bajaj Avenger Cruise,2017,24000,first owner,ahmedabad,35.0,19.0,75000
Bajaj Discover,2007,3500,first owner,amethi,65.0,12.5,12500
Hero Hunk,2010,42000,first owner,bijnor,53.0,14.0,42000
Royal Enfield Classic,2018,79361,first owner,delhi,32.0,27.2,150000
Hero Hunk,2008,35717,first owner,gautam buddha nagar,53.0,14.0,15000
Suzuki Gixxer,2014,30102,first owner,sirohi,63.0,14.0,45000
Hero Splendor Plus,2018,31000,first owner,gautam buddha nagar,55.0,8.2,60000
Bajaj Discover 125ST,2012,28000,first owner,vasai,65.0,12.5,22000
Yamaha FZs,2015,26700,second owner,salem,45.0,13.0,70000
Royal Enfield Classic,2014,49000,first owner,delhi,35.0,19.8,83500
Royal Enfield Bullet,2017,20000,first owner,meerut,35.0,19.8,110000
Royal Enfield Bullet,2013,57000,first owner,chennai,40.0,19.8,92000
Royal Enfield Thunderbird,2015,15780,first owner,delhi,40.0,19.8,105000
Yamaha YZF-R15,2017,15000,first owner,chandigarh,42.0,16.0,75200
Suzuki Gixxer,2017,5600,first owner,asansol,63.0,14.0,65000
Bajaj V15,2017,9186,first owner,howrah,57.0,11.8,56000
Yamaha YZF-R15 S,2016,3912,second owner,panipat,42.0,16.0,90000
KTM RC,2017,20000,first owner,bangalore,26.0,42.3,240000
Royal Enfield Classic,2017,19300,first owner,ernakulam,35.0,19.8,125000
Bajaj V15,2016,20000,first owner,gurdaspur,57.0,11.8,42000
Hero Glamour PGM,2012,46000,first owner,varanasi,55.0,6.72,34000
Royal Enfield Classic,2018,9000,first owner,sambalpur,35.0,27.2,140000
UM Renegade Commando,2017,18500,first owner,gurgaon,35.0,25.0,130100
Bajaj Avenger,2016,24000,first owner,nathdwara,40.0,19.0,55000
Bajaj Caliber,2003,200000,first owner,gwalior,67.0,7.8,20000
Royal Enfield Thunderbird,2014,15000,first owner,delhi,40.0,19.8,115000
Yamaha Gladiator,2009,34000,second owner,chakan,64.0,10.8,25000
TVS Apache RR310,2020,6300,first owner,madurai,22.0,33.0,230000
Bajaj Avenger Street,2019,6358,first owner,vidisha,45.0,14.3,85000
Royal Enfield Bullet,2016,35000,first owner,dindigul,35.0,19.8,100000
Suzuki Gixxer,2014,53000,first owner,delhi,63.0,14.0,38300
Bajaj Avenger,2014,23500,second owner,ahmedabad,40.0,19.0,40000
Yamaha FZ25 ABS,2019,12000,first owner,gurgaon,43.0,20.3,130000
Royal Enfield Thunderbird,2015,25000,first owner,udhampur,40.0,19.8,95000
UM Renegade Sport,2018,8500,first owner,kakinada,35.0,24.8,129600
Bajaj Avenger Cruise,2017,10300,second owner,delhi,35.0,19.0,75000
Royal Enfield Bullet,2009,39000,second owner,ghaziabad,30.0,19.8,80000
Royal Enfield Classic,2019,20047,first owner,ahmedabad,35.0,19.8,165000
Royal Enfield Thunderbird,2015,12700,first owner,hyderabad,25.0,27.2,101000
Royal Enfield Thunderbird,2016,5006,first owner,howli,40.0,19.8,110000
Royal Enfield Electra,2017,22000,first owner,gurgaon,25.0,19.8,115000
Bajaj Pulsar 220F,2012,25000,first owner,bharatpur,38.0,21.0,35000
Royal Enfield Classic,2016,8000,first owner,mumbai,32.0,27.2,123000
Bajaj Pulsar,2011,27000,first owner,pune,65.0,15.0,45000
Bajaj Discover,2005,65000,first owner,thane,65.0,9.64,12500
Royal Enfield Thunderbird,2014,19000,first owner,bangalore,40.0,19.8,100000
Royal Enfield Classic,2016,5000,first owner,delhi,32.0,27.2,156000
Royal Enfield Thunderbird,2014,25256,second owner,ghaziabad,40.0,19.8,110000
Bajaj  Pulsar,2011,94000,first owner,delhi,45.0,17.0,20000
Benelli TNT 300,2016,6400,second owner,pune,25.0,37.73,200000
Benelli TNT 300,2016,32000,first owner,mumbai,25.0,37.73,218100
UM Renegade Commando,2017,14320,first owner,bangalore,35.0,24.8,140000
Royal Enfield Thunderbird,2015,36883,first owner,bangalore,25.0,27.2,110000
Royal Enfield Thunderbird,2014,21800,first owner,bangalore,25.0,27.2,130000
Bajaj Avenger Cruise,2017,8553,first owner,bellary,35.0,19.0,75000
Royal Enfield Classic,2014,21000,first owner,gurgaon,35.0,19.8,79555
Bajaj V15,2018,5187,first owner,delhi,57.0,11.8,50000
Hero Xtreme,2014,50000,first owner,guntur,50.0,14.2,55000
Yamaha YZF-R15 S,2017,12500,first owner,mumbai,42.0,16.0,85000
Bajaj Avenger,2013,51280,second owner,ahmedabad,40.0,19.0,40500
KTM Duke,2017,10500,first owner,delhi,25.0,42.9,140000
Royal Enfield Classic,2011,35600,first owner,delhi,35.0,19.8,85000
Hero Karizma,2006,34000,first owner,noida,40.0,17.0,15000
Bajaj V15,2017,32000,first owner,gurgaon,57.0,11.8,52000
Royal Enfield‎ Bullet,2014,23875,second owner,vadodara,37.0,19.8,85000
Royal Enfield Electra,2010,10583,first owner,gurgaon,37.0,19.0,69000
Bajaj Avenger Street,2019,2550,first owner,bangalore,45.0,14.3,110000
Royal Enfield Thunderbird,2017,10400,first owner,bangalore,40.0,19.8,110000
Yamaha FZ25 ABS,2019,3900,first owner,chennai,43.0,20.3,146000
Harley-Davidson 1200 Custom,2017,1470,first owner,hyderabad,18.0,67.7,1000000
Bajaj Pulsar,2014,41000,second owner,ratangarh,38.0,21.0,39000
Bajaj Avenger Cruise,2016,24000,second owner,pune,35.0,19.0,69999
Royal Enfield Thunderbird,2014,10000,first owner,mumbai,25.0,27.2,135000
KTM Duke,2016,10000,second owner,delhi,35.0,24.6,95000
Bajaj Avenger,2017,3100,first owner,virar,40.0,19.0,60000
Royal Enfield Classic,2011,22500,first owner,chandigarh,35.0,19.8,88000
Royal Enfield Himalayan,2017,19800,first owner,palakkad,32.0,24.5,160000
UM Renegade Commando,2017,7200,first owner,vadodara,35.0,25.0,133000
UM Renegade Commando,2017,4500,second owner,delhi,35.0,24.8,96698
Yamaha FZ25,2018,17000,first owner,bangalore,43.0,20.3,119000
Royal Enfield Himalayan,2016,30000,first owner,gopalganj,32.0,24.5,140100
Royal Enfield Thunderbird,2015,3198,first owner,bangalore,40.0,19.8,125000
Royal Enfield Classic,2018,6221,first owner,vadodara,35.0,19.8,150000
Hero Xtreme 200R,2018,7576,first owner,rishikesh,39.4,18.1,73800
Royal Enfield Thunderbird,2018,6355,first owner,ghaziabad,25.0,27.2,185000
KTM RC,2017,14400,first owner,mumbai,26.0,42.3,158000
Hero Passion Pro,2010,22000,first owner,agra,5.0,8.2,23000
Royal Enfield Classic,2015,13000,second owner,panipat,32.0,27.2,110900
Royal Enfield Classic,2014,37000,first owner,pune,32.0,27.2,135000
Royal Enfield Thunderbird,2015,26850,first owner,bangalore,40.0,19.8,105000
Royal Enfield Bullet,2014,10000,first owner,mumbai,40.0,19.8,89000
Royal Enfield Classic,2014,9365,first owner,chandigarh,35.0,19.8,114000
Yamaha FZs,2014,53000,first owner,ahmedabad,45.0,13.0,35000
Benelli TNT 300,2017,9500,first owner,chennai,25.0,37.73,215000
Suzuki Gixxer SF,2017,3200,first owner,pune,40.0,14.6,81000
Bajaj Avenger Cruise,2017,26386,first owner,bangalore,35.0,19.0,75000
TVS Apache RR310,2018,1733,first owner,chinchwad,22.0,33.0,199000
Yamaha FZs,2013,59000,first owner,kalyan,45.0,13.0,37700
Harley-Davidson Night Rod,2015,10800,second owner,mumbai,18.0,115.0,1500000
KTM RC,2016,17000,first owner,amravati,35.0,25.1,145000
Royal Enfield Thunderbird,2016,9900,second owner,ghaziabad,40.0,19.8,100000
KTM RC,2019,4600,first owner,jind,35.0,25.1,170000
KTM RC,2017,8000,first owner,bangalore,26.0,42.3,210000
KTM Duke,2015,31000,first owner,belgaum,35.0,25.0,90000
Royal Enfield Thunderbird,2016,32000,first owner,chennai,25.0,27.2,128000
Bajaj XCD 135,2009,37000,first owner,vadodara,60.0,9.4,35000
Yamaha YZF-R15 2.0,2017,25500,first owner,delhi,42.0,16.7,85000
Royal Enfield Classic,2018,6700,first owner,bathinda,35.0,19.8,140300
Royal Enfield Bullet,2017,20000,first owner,angul,25.0,26.37,145000
Bajaj Discover 125ST,2013,21000,first owner,jamnagar,65.0,12.5,40000
Yamaha YZF-R15,2010,30090,first owner,mumbai,42.0,16.0,42000
Royal Enfield Thunderbird,2015,20000,first owner,hapur,40.0,19.8,85000
Suzuki Gixxer SF,2017,28000,first owner,delhi,40.0,14.6,65000
Bajaj V15,2017,23000,first owner,delhi,57.0,11.8,48000
Harley-Davidson Street 750,2020,4000,first owner,mumbai,20.0,47.0,530000
Royal Enfield Classic,2016,12000,first owner,mumbai,32.0,27.2,150000
Royal Enfield Thunderbird,2014,12000,first owner,bangalore,25.0,27.2,120000
Royal Enfield Bullet,2000,60000,second owner,dehradun,37.0,19.8,80000
Royal Enfield Classic,2015,20000,first owner,ahmedabad,32.0,27.2,135000
Hero Hunk,2011,49000,second owner,vadodara,53.0,14.0,28000
UM Renegade Sport,2017,16655,second owner,thrissur,35.0,24.8,115800
Royal Enfield Thunderbird,2017,17000,first owner,vadodara,40.0,19.8,125000
Bajaj Pulsar 135LS,2015,19000,first owner,kolkata,64.0,13.0,55000
KTM RC,2018,9000,first owner,chennai,26.0,42.3,210000
Bajaj Pulsar 135LS,2012,18000,second owner,delhi,64.0,13.0,22000
Royal Enfield Bullet,2015,15000,first owner,noida,25.0,26.1,155000
Royal Enfield Thunderbird,2013,25000,first owner,bangalore,25.0,27.2,118800
Royal Enfield Classic,2015,19000,first owner,ahmedabad,32.0,27.2,128600
Yamaha YZF-R15 2.0,2014,34000,first owner,guwahati,42.0,16.7,65900
Bajaj Avenger,2012,25978,first owner,gurgaon,40.0,19.0,32900
KTM RC,2019,15333,first owner,ghaziabad,35.0,25.1,170000
Royal Enfield Classic,2017,10000,first owner,bangalore,32.0,27.2,200000
Royal Enfield Thunderbird,2014,15000,first owner,chandigarh,25.0,27.2,110000
Royal Enfield Thunderbird,2015,19286,first owner,delhi,40.0,19.8,107300
Hero Karizma ZMR,2015,36950,first owner,pune,48.0,20.0,45000
Royal Enfield Classic,2017,17700,first owner,dehradun,35.0,19.8,120000
Bajaj Pulsar,2014,32500,first owner,bangalore,38.0,21.0,60000
Bajaj Avenger,2013,34000,first owner,ahmedabad,40.0,19.0,38000
Hero Xtreme 200R,2019,1500,first owner,delhi,39.4,18.1,90000
KTM RC,2016,27970,first owner,gurgaon,35.0,25.1,110000
Yamaha YZF-R15 2.0,2016,40000,second owner,coimbatore,42.0,16.7,90000
Royal Enfield Thunderbird,2015,13200,first owner,mumbai,40.0,19.8,120000
Bajaj Pulsar AS150,2015,18700,second owner,bangalore,53.0,16.8,55000
Bajaj Pulsar,2010,10000,first owner,gurgaon,65.0,15.0,35000
Mahindra Mojo,2016,7000,first owner,mumbai,25.0,26.45,140000
Hero Splendor ISmart,2017,26000,first owner,ahmedabad,55.0,7.0,40000
Hero Ignitor,2016,15000,first owner,udaipur,55.0,11.0,42000
Hero Passion Pro,2013,18000,first owner,delhi,5.0,8.2,24000
TVS Star City,2015,40700,first owner,mandi dabwali,85.0,8.2,21000
Royal Enfield Classic,2016,5800,first owner,delhi,35.0,19.8,133280
Royal Enfield Classic,2016,20000,first owner,delhi,35.0,19.8,108000
Bajaj V15,2017,15071,first owner,ghaziabad,57.0,11.8,35000
Bajaj Discover 125ST,2013,27140,first owner,bangalore,65.0,12.5,32000
KTM RC,2019,6000,first owner,mumbai,35.0,25.1,185000
Royal Enfield Classic,2017,10000,first owner,mumbai,35.0,19.8,150000
KTM Duke,2017,20000,first owner,mumbai,35.0,24.6,130000
Yamaha FZs,2016,25000,second owner,ratlam,45.0,13.0,50700
Royal Enfield Thunderbird,2005,24000,first owner,patna,30.0,19.8,110000
KTM RC,2015,12146,first owner,ahmedabad,26.0,43.0,169000
Bajaj V15,2017,15000,first owner,rajkot,57.0,11.8,44000
Royal Enfield‎ Bullet,1986,8990,second owner,thane,37.0,19.8,100000
Yamaha YZF-R15,2017,4300,first owner,mumbai,42.0,16.0,94000
Bajaj Avenger Cruise,2020,3000,first owner,mohali,35.0,18.76,120000
Hero Passion Pro,2010,38000,first owner,delhi,5.0,8.2,12000
KTM Duke,2016,10000,first owner,bangalore,25.0,42.9,171125
Royal Enfield Thunderbird,2014,23350,first owner,hyderabad,25.0,27.2,110000
Yamaha FZs,2013,19500,second owner,delhi,45.0,13.0,39999
Suzuki Gixxer SF,2019,2600,first owner,panvel,40.0,14.6,99000
Hero Splendor NXG,2008,25526,first owner,delhi,65.0,7.0,15600
Harley-Davidson Street 750,2016,4500,first owner,delhi,20.0,47.0,385200
Royal Enfield Bullet,2018,9000,first owner,faridabad,35.0,19.8,130000
Yamaha FZS FI,2018,5500,first owner,chennai,52.0,12.9,80000
Hero Karizma ZMR,2011,48200,second owner,delhi,48.0,20.0,21500
Royal Enfield Thunderbird,2016,26000,first owner,chennai,40.0,19.8,105000
Royal Enfield Thunderbird,2017,22800,first owner,bangalore,25.0,27.2,155000
Harley-Davidson Street 750,2014,11000,first owner,jabalpur,20.0,47.0,351000
Royal Enfield Classic,2015,43000,first owner,thrissur,35.0,19.8,115200
KTM Duke,2018,20000,first owner,bangalore,35.0,24.6,155000
Royal Enfield Continental,2014,22000,second owner,navi mumbai,26.0,29.1,140000
Bajaj V15,2018,23000,first owner,delhi,57.0,11.8,57000
KTM Duke,2018,29000,first owner,virudhunagar,35.0,24.6,130000
Royal Enfield Thunderbird,2013,12000,first owner,delhi,25.0,27.2,90000
Royal Enfield Thunderbird,2014,6900,first owner,bangalore,25.0,27.2,120000
Royal Enfield Thunderbird,2019,4525,first owner,delhi,40.0,19.8,148000
Royal Enfield Thunderbird,2015,22749,first owner,faridabad,40.0,19.8,76000
KTM RC 125CC,2019,3000,first owner,mumbai,45.0,14.5,175000
Royal Enfield Thunderbird,2018,8500,first owner,mumbai,40.0,19.8,150000
Yamaha YZF-R15,2017,19854,first owner,gurgaon,42.0,16.0,63000
Bajaj Avenger Cruise,2018,2700,first owner,ludhiana,35.0,19.0,71000
KTM RC,2016,15500,first owner,mumbai,26.0,42.3,155000
Royal Enfield Classic,2014,11600,first owner,jalandhar,35.0,19.8,105000
Bajaj Pulsar,2018,2055,first owner,delhi,65.0,17.0,73000
Yamaha FZ25,2017,13000,first owner,delhi,43.0,20.3,85000
Yamaha YZF-R15,2017,13000,first owner,delhi,42.0,16.0,99000
Hero Splendor plus,2018,9000,first owner,delhi,81.0,8.2,46000
Hero HF Deluxe,2017,19000,first owner,delhi,55.0,6.15,36000
Hero Passion Xpro,2017,13000,first owner,delhi,55.0,8.0,45500
Royal Enfield Classic,2017,24000,first owner,delhi,35.0,19.8,130000
Yamaha YZF-R15,2016,36226,first owner,faridabad,42.0,16.0,52000
Hero Passion Pro,2018,2780,first owner,delhi,84.0,8.2,52000
Bajaj Avenger Street,2016,24000,first owner,jaipur,50.0,14.3,60000
Bajaj Pulsar 220F,2016,56000,first owner,jaipur,38.0,21.0,65000
KTM Duke,2018,18700,first owner,bangalore,35.0,24.6,150000
KTM Duke,2018,17500,first owner,bangalore,35.0,24.6,160000
Royal Enfield Classic,2018,11000,first owner,mumbai,35.0,19.8,155000
Royal Enfield Classic,2018,8000,first owner,mumbai,35.0,19.8,165000
Royal Enfield Classic,2012,6465,first owner,delhi,35.0,19.8,85000
Bajaj CT 100,2019,11434,first owner,faridabad,67.0,8.1,35000
KTM Duke,2012,26545,first owner,delhi,35.0,25.0,63375
Bajaj Pulsar,2015,28435,first owner,delhi,38.0,21.0,56550
KTM RC,2015,7965,first owner,delhi,26.0,43.0,156000
Yamaha YZF-R15,2015,32542,first owner,bangalore,42.0,16.0,72000
Royal Enfield Thunderbird,2019,12485,first owner,bangalore,40.0,19.8,190000
Yamaha FZs,2013,19214,first owner,ludhiana,45.0,13.0,60000
Royal Enfield Classic,2014,65000,first owner,hyderabad,35.0,19.8,115000
KTM Duke,2018,18000,first owner,bangalore,35.0,24.6,145000
Royal Enfield Classic,2016,64000,first owner,mumbai,35.0,19.8,110000
